CMDLINE /usr/bin/python calculate_scoring_matrix.py -u ./scoring-inputs/o-Users.txt -r ./scoring-inputs/o-reviewers.csv -t ./scoring-inputs/o-ReviewerTpmsScores_CVPR2019.csv -p ./scoring-inputs/o-Papers.csv -q ./scoring-inputs/o-quotas.csv -s ./scoring-inputs/o-ReviewerSuggestions.txt -c ./scoring-inputs/o-ReviewerConflicts.txt -n 3 -g 2 -w_t 0.5 -w_a 0.5 -w_s 10.0 -w_e 0.1 -o abhinav --cached_folder ./output-w_t-0.5-w_a-0.5-w_s-10.0-w_e-0.1-g-2-n-3-config-abhinav/
MEM 0.750000 1551210803.3467
MEM 14.121094 1551210803.4470
MEM 23.152344 1551210803.5474
MEM 31.488281 1551210803.6477
MEM 39.109375 1551210803.7482
MEM 49.804688 1551210803.8487
MEM 68.460938 1551210803.9490
MEM 84.644531 1551210804.0494
MEM 289.589844 1551210804.1498
MEM 533.996094 1551210804.2501
MEM 772.472656 1551210804.3504
MEM 1015.332031 1551210804.4507
MEM 1258.964844 1551210804.5511
MEM 1509.558594 1551210804.6514
MEM 1769.691406 1551210804.7517
MEM 2030.339844 1551210804.8520
MEM 2290.214844 1551210804.9524
MEM 2550.089844 1551210805.0527
MEM 2810.738281 1551210805.1530
MEM 3070.871094 1551210805.2533
MEM 3331.003906 1551210805.3537
MEM 3591.394531 1551210805.4540
MEM 3852.042969 1551210805.5543
MEM 4112.433594 1551210805.6546
MEM 4376.433594 1551210805.7550
MEM 4643.785156 1551210805.8552
MEM 4911.136719 1551210805.9556
MEM 5183.386719 1551210806.0559
MEM 5463.886719 1551210806.1563
MEM 5743.613281 1551210806.2567
MEM 6023.339844 1551210806.3571
MEM 6303.839844 1551210806.4575
MEM 6583.824219 1551210806.5580
MEM 6863.550781 1551210806.6584
MEM 7144.566406 1551210806.7589
MEM 7424.808594 1551210806.8594
MEM 7705.308594 1551210806.9599
MEM 7985.808594 1551210807.0603
MEM 8266.566406 1551210807.1608
MEM 8550.160156 1551210807.2612
MEM 8836.332031 1551210807.3617
MEM 9122.246094 1551210807.4621
MEM 9377.738281 1551210807.5626
MEM 9377.738281 1551210807.6631
MEM 9377.738281 1551210807.7636
MEM 9302.230469 1551210807.8641
MEM 6739.195312 1551210807.9645
MEM 5081.312500 1551210808.0649
MEM 5102.140625 1551210808.1653
MEM 5127.621094 1551210808.2658
MEM 5151.875000 1551210808.3662
MEM 5165.312500 1551210808.4668
MEM 5192.089844 1551210808.5673
MEM 5208.289062 1551210808.6677
MEM 5232.773438 1551210808.7682
MEM 5246.812500 1551210808.8687
MEM 5279.390625 1551210808.9691
MEM 5282.449219 1551210809.0696
MEM 5312.804688 1551210809.1701
MEM 5343.683594 1551210809.2705
MEM 5343.683594 1551210809.3711
MEM 5371.976562 1551210809.4715
MEM 5404.402344 1551210809.5720
MEM 5422.117188 1551210809.6725
MEM 5422.328125 1551210809.7729
MEM 5455.886719 1551210809.8734
MEM 5488.554688 1551210809.9738
MEM 5518.207031 1551210810.0743
MEM 5518.207031 1551210810.1748
MEM 5529.328125 1551210810.2753
MEM 5561.714844 1551210810.3757
MEM 5594.257812 1551210810.4762
MEM 5626.777344 1551210810.5767
MEM 5640.160156 1551210810.6771
MEM 5640.160156 1551210810.7776
MEM 5653.765625 1551210810.8781
MEM 5686.449219 1551210810.9785
MEM 5719.089844 1551210811.0790
