CMDLINE /usr/bin/python calculate_scoring_matrix.py -u ./scoring-inputs/o-Users.txt -r ./scoring-inputs/o-reviewers.csv -t ./scoring-inputs/o-ReviewerTpmsScores_CVPR2019.csv -p ./scoring-inputs/o-Papers.csv -q ./scoring-inputs/o-quotas.csv -s ./scoring-inputs/o-ReviewerSuggestions.txt -c ./scoring-inputs/o-ReviewerConflicts.txt -n 3 -g 2 -w_t 0.5 -w_a 0.5 -w_s 10.0 -w_e 0.1 -o abhinav --cached_folder ./output-w_t-0.5-w_a-0.5-w_s-10.0-w_e-0.1-g-2-n-3-config-abhinav/
MEM 0.566406 1551209080.4200
MEM 13.031250 1551209080.5203
MEM 21.964844 1551209080.6206
MEM 28.230469 1551209080.7211
MEM 36.964844 1551209080.8214
MEM 42.886719 1551209080.9218
MEM 64.539062 1551209081.0222
MEM 80.269531 1551209081.1225
MEM 108.078125 1551209081.2230
MEM 139.722656 1551209081.3235
MEM 144.296875 1551209081.4239
MEM 153.062500 1551209081.5243
MEM 162.085938 1551209081.6248
MEM 171.367188 1551209081.7252
MEM 180.132812 1551209081.8256
MEM 189.156250 1551209081.9260
MEM 203.136719 1551209082.0265
MEM 215.769531 1551209082.1269
MEM 226.855469 1551209082.2273
MEM 234.589844 1551209082.3278
MEM 249.027344 1551209082.4282
MEM 256.503906 1551209082.5287
MEM 263.980469 1551209082.6292
MEM 285.121094 1551209082.7296
MEM 292.597656 1551209082.8301
MEM 300.074219 1551209082.9305
MEM 307.550781 1551209083.0310
MEM 315.027344 1551209083.1314
MEM 322.246094 1551209083.2319
MEM 357.050781 1551209083.3323
MEM 364.269531 1551209083.4328
MEM 371.746094 1551209083.5332
MEM 379.222656 1551209083.6336
MEM 386.699219 1551209083.7341
MEM 394.175781 1551209083.8345
MEM 401.394531 1551209083.9350
MEM 408.871094 1551209084.0354
MEM 416.347656 1551209084.1359
MEM 423.566406 1551209084.2363
MEM 431.042969 1551209084.3368
MEM 438.519531 1551209084.4372
MEM 500.136719 1551209084.5377
MEM 507.613281 1551209084.6381
MEM 514.832031 1551209084.7386
MEM 522.308594 1551209084.8390
MEM 529.527344 1551209084.9395
MEM 537.003906 1551209085.0399
MEM 544.222656 1551209085.1405
MEM 551.699219 1551209085.2409
MEM 558.917969 1551209085.3414
MEM 566.394531 1551209085.4418
MEM 573.613281 1551209085.5423
MEM 581.089844 1551209085.6428
MEM 588.308594 1551209085.7433
MEM 595.785156 1551209085.8437
MEM 603.003906 1551209085.9441
MEM 610.222656 1551209086.0446
MEM 617.699219 1551209086.1450
MEM 624.917969 1551209086.2454
MEM 632.394531 1551209086.3458
MEM 639.613281 1551209086.4463
MEM 646.832031 1551209086.5468
MEM 654.308594 1551209086.6473
MEM 661.527344 1551209086.7477
MEM 668.746094 1551209086.8481
MEM 706.902344 1551209086.9486
MEM 792.496094 1551209087.0491
MEM 799.714844 1551209087.1495
MEM 806.933594 1551209087.2500
MEM 814.410156 1551209087.3504
MEM 821.628906 1551209087.4508
MEM 828.847656 1551209087.5512
MEM 836.582031 1551209087.6516
MEM 843.800781 1551209087.7520
MEM 851.019531 1551209087.8523
MEM 858.496094 1551209087.9527
MEM 865.714844 1551209088.0530
MEM 872.933594 1551209088.1533
MEM 880.410156 1551209088.2537
MEM 887.628906 1551209088.3541
MEM 894.847656 1551209088.4546
MEM 902.324219 1551209088.5550
MEM 909.542969 1551209088.6555
MEM 916.761719 1551209088.7559
MEM 923.980469 1551209088.8564
MEM 931.457031 1551209088.9568
MEM 938.675781 1551209089.0573
MEM 945.894531 1551209089.1577
MEM 953.371094 1551209089.2581
MEM 960.589844 1551209089.3585
MEM 967.808594 1551209089.4590
MEM 975.027344 1551209089.5594
MEM 982.503906 1551209089.6599
MEM 989.722656 1551209089.7603
MEM 996.941406 1551209089.8607
MEM 1004.417969 1551209089.9611
MEM 1011.636719 1551209090.0616
MEM 1018.855469 1551209090.1621
MEM 1026.074219 1551209090.2625
MEM 1033.292969 1551209090.3629
MEM 1040.769531 1551209090.4633
MEM 1047.988281 1551209090.5638
MEM 1055.207031 1551209090.6642
MEM 1062.425781 1551209090.7647
MEM 1069.644531 1551209090.8651
MEM 1077.121094 1551209090.9656
MEM 1084.339844 1551209091.0660
MEM 1091.558594 1551209091.1664
MEM 1098.777344 1551209091.2668
MEM 1105.996094 1551209091.3673
MEM 1113.214844 1551209091.4677
MEM 1120.433594 1551209091.5682
MEM 1127.652344 1551209091.6686
MEM 1134.613281 1551209091.7691
MEM 1141.832031 1551209091.8695
MEM 1276.152344 1551209091.9700
MEM 1374.121094 1551209092.0704
MEM 1381.597656 1551209092.1709
MEM 1388.816406 1551209092.2713
